n,theta,r,t,toughness
10,100,1.5,1.05,16.70525583
10,100,1.5,1.4,14.96158266
10,100,1.7,0.7,16.76906101
10,100,1.7,1.05,19.32535098
10,100,1.7,1.4,18.86877373
10,100,1.9,0.7,20.10515772
10,100,1.9,1.05,22.11283985
10,100,1.9,1.4,22.68859384
10,100,2.1,0.7,23.38482757
10,100,2.1,1.05,26.33086888
10,100,2.1,1.4,23.24464829
10,100,2.3,0.7,27.22173275
10,100,2.3,1.05,31.89632291
10,100,2.3,1.4,2.769482045
10,100,2.5,0.7,32.82694581
10,100,2.5,1.05,29.88330736
10,100,2.5,1.4,2.558668295
10,125,1.6,0.7,11.46484409
10,125,1.6,1.05,14.31538651
10,125,1.6,1.4,12.51399667
10,125,1.8,0.7,18.52669987
10,125,1.8,1.05,18.84357803
10,125,1.8,1.4,16.15506253
10,125,2,0.7,22.17191514
10,125,2,1.05,25.99219371
10,125,2,1.4,28.12012429
10,125,2.2,0.7,31.32995625
10,125,2.2,1.05,31.12102655
10,125,2.2,1.4,36.94337918
10,125,2.4,0.7,32.85563771
10,125,2.4,1.05,27.64733324
10,125,2.4,1.4,24.46426331
10,150,1.5,0.7,17.50682348
10,150,1.5,1.05,11.86753321
10,150,1.5,1.4,9.39198196
10,150,1.7,0.7,22.64905122
10,150,1.7,1.05,27.76133619
10,150,1.7,1.4,30.75323761
10,150,1.9,0.7,25.18258923
10,150,1.9,1.05,32.25932257
10,150,1.9,1.4,36.26241233
10,150,2.1,0.7,26.25669384
10,150,2.1,1.05,27.06739447
10,150,2.1,1.4,21.90865338
10,150,2.3,0.7,31.35316374
10,150,2.3,1.05,26.99388042
10,150,2.3,1.4,18.95177967
10,150,2.5,0.7,34.61506059
10,150,2.5,1.05,25.0872446
10,150,2.5,1.4,2.04505332
10,175,1.6,0.7,23.03021044
10,175,1.6,1.05,26.78930236
10,175,1.6,1.4,24.08115478
10,175,1.8,0.7,24.72800972
10,175,1.8,1.05,32.54962845
10,175,1.8,1.4,41.38951944
10,175,2,0.7,24.41042384
10,175,2,1.05,24.18133668
10,175,2,1.4,34.30511905
10,175,2.2,0.7,26.09665248
10,175,2.2,1.05,22.71365938
10,175,2.2,1.4,24.91481805
10,175,2.4,0.7,28.60261435
10,175,2.4,1.05,21.88111405
10,175,2.4,1.4,16.87573066
10,200,1.5,0.7,24.87143932
10,200,1.5,1.05,23.6502444
10,200,1.5,1.4,30.34241852
10,200,1.7,0.7,22.84413083
10,200,1.7,1.05,25.15946955
10,200,1.7,1.4,23.55279285
10,200,1.9,0.7,24.82666369
10,200,1.9,1.05,20.82860256
10,200,1.9,1.4,19.70498165
10,200,2.1,0.7,27.94340729
10,200,2.1,1.05,19.37243051
10,200,2.1,1.4,16.46835299
10,200,2.3,0.7,32.16715351
10,200,2.3,1.05,18.66841468
10,200,2.3,1.4,19.93479405
10,200,2.5,0.7,36.31708483
10,200,2.5,1.05,2.874153325
10,200,2.5,1.4,2.48323922
12,0,1.5,0.7,2.817184975
12,0,1.5,1.05,2.8202735
12,0,1.5,1.4,1.94721929
12,0,1.7,0.7,2.837285865
12,0,1.7,1.05,1.65020764
12,0,1.7,1.4,1.79740427
12,0,1.9,0.7,7.80562971
12,0,1.9,1.05,1.83451679
12,0,1.9,1.4,1.573231545
12,0,2.1,0.7,2.102801175
12,0,2.1,1.05,8.535636925
12,0,2.1,1.4,1.41095575
12,0,2.3,0.7,21.10118362
12,0,2.3,1.05,1.371921215
12,0,2.3,1.4,1.305498525
12,0,2.5,0.7,32.83765951
12,0,2.5,1.05,1.307638845
12,0,2.5,1.4,1.138089705
12,25,1.6,0.7,1.904929865
12,25,1.6,1.05,3.52213153
12,25,1.6,1.4,1.38790277
12,25,1.8,0.7,5.997701515
12,25,1.8,1.05,4.88818575
12,25,1.8,1.4,7.573931395
12,25,2,0.7,12.52197107
12,25,2,1.05,11.66128167
12,25,2,1.4,13.06205261
12,25,2.2,0.7,37.68724288
12,25,2.2,1.05,33.68153487
12,25,2.2,1.4,1.891449785
12,25,2.4,0.7,50.83130521
12,25,2.4,1.05,10.10799107
12,25,2.4,1.4,1.300664185
12,50,1.5,0.7,1.16333293
12,50,1.5,1.05,3.115892155
12,50,1.5,1.4,2.65670081
12,50,1.7,0.7,4.555843875
12,50,1.7,1.05,2.579712
12,50,1.7,1.4,4.76844995
12,50,1.9,0.7,9.916262775
12,50,1.9,1.05,16.58984522
12,50,1.9,1.4,8.952703645
12,50,2.1,0.7,8.43442134
12,50,2.1,1.05,23.66746768
12,50,2.1,1.4,1.57108567
12,50,2.3,0.7,11.1407421
12,50,2.3,1.05,37.08072058
12,50,2.3,1.4,25.79438494
12,50,2.5,0.7,35.87166052
12,50,2.5,1.05,1.44766338
12,50,2.5,1.4,1.492311205
12,75,1.6,0.7,2.117595435
12,75,1.6,1.05,3.363703575
12,75,1.6,1.4,14.92657584
12,75,1.8,0.7,4.903521785
12,75,1.8,1.05,16.55792988
12,75,1.8,1.4,14.25681865
12,75,2,0.7,24.55175934
12,75,2,1.05,25.44355022
12,75,2,1.4,15.99058804
12,75,2.2,0.7,33.17701842
12,75,2.2,1.05,36.28859878
12,75,2.2,1.4,1.790871605
12,75,2.4,0.7,41.35446994
12,75,2.4,1.05,47.30570731
12,75,2.4,1.4,2.155238865
12,100,1.5,0.7,9.29353788
12,100,1.5,1.05,12.11958914
12,100,1.5,1.4,11.8038592
12,100,1.7,0.7,19.0194704
12,100,1.7,1.05,17.53314818
12,100,1.7,1.4,14.66705747
12,100,1.9,0.7,18.74793491
12,100,1.9,1.05,27.97689242
12,100,1.9,1.4,26.2044042
12,100,2.1,0.7,37.41047273
12,100,2.1,1.05,37.35179195
12,100,2.1,1.4,24.43435657
12,100,2.3,0.7,38.84055602
12,100,2.3,1.05,39.8601446
12,100,2.3,1.4,34.17278767
12,100,2.5,0.7,39.42386505
12,100,2.5,1.05,30.72339312
12,100,2.5,1.4,1.581840945
12,125,1.6,0.7,11.04265774
12,125,1.6,1.05,30.20966198
12,125,1.6,1.4,12.90936504
12,125,1.8,0.7,19.76653614
12,125,1.8,1.05,32.28743284
12,125,1.8,1.4,31.66129959
12,125,2,0.7,31.47662584
12,125,2,1.05,36.25284256
12,125,2,1.4,44.04477933
12,125,2.2,0.7,32.43359398
12,125,2.2,1.05,29.59553908
12,125,2.2,1.4,23.16476721
12,125,2.4,0.7,37.54951294
12,125,2.4,1.05,1.878474045
12,125,2.4,1.4,22.13553289
12,150,1.5,0.7,18.33169252
12,150,1.5,1.05,21.98816719
12,150,1.5,1.4,17.58409244
12,150,1.7,0.7,28.19673461
12,150,1.7,1.05,32.67804959
12,150,1.7,1.4,25.15656951
12,150,1.9,0.7,27.97876193
12,150,1.9,1.05,27.66069837
12,150,1.9,1.4,48.98711188
12,150,2.1,0.7,28.81046509
12,150,2.1,1.05,22.31453663
12,150,2.1,1.4,2.12203775
12,150,2.3,0.7,33.72884771
12,150,2.3,1.05,20.08719368
12,150,2.3,1.4,18.99845952
12,150,2.5,0.7,32.94164965
12,150,2.5,1.05,20.7900743
12,150,2.5,1.4,1.22973419
12,175,1.6,0.7,30.49768339
12,175,1.6,1.05,39.07880007
12,175,1.6,1.4,37.85625565
12,175,1.8,0.7,30.55014033
12,175,1.8,1.05,21.71498025
12,175,1.8,1.4,48.00469508
12,175,2,0.7,29.49511193
12,175,2,1.05,23.87025342
12,175,2,1.4,1.72323757
12,175,2.2,0.7,31.41051358
12,175,2.2,1.05,16.71189843
12,175,2.2,1.4,14.47445507
12,175,2.4,0.7,34.65747253
12,175,2.4,1.05,14.92602464
12,175,2.4,1.4,1.1411741
12,200,1.5,0.7,25.91147249
12,200,1.5,1.05,36.65199221
12,200,1.5,1.4,43.44795774
12,200,1.7,0.7,29.4756594
12,200,1.7,1.05,19.96334537
12,200,1.7,1.4,20.06653041
12,200,1.9,0.7,30.4019694
12,200,1.9,1.05,17.529669
12,200,1.9,1.4,2.84463563
12,200,2.1,0.7,32.08265752
12,200,2.1,1.05,14.89627256
12,200,2.1,1.4,1.731124215
12,200,2.3,0.7,32.63826111
12,200,2.3,1.05,1.35897464
12,200,2.3,1.4,3.196306215
12,200,2.5,0.7,36.1041867
12,200,2.5,1.05,1.31348703
12,200,2.5,1.4,1.069728395
